Restaurant Name,Cuisine,,,Day,Time,Order Details,OrderDate,DeliveryDate,OrderAmount,,
Hello Cravings! by Cafe Coffee Day,Snacks,,,Fri, 5:19 PM,"ORDER #1100876632 | Fri, Aug 4, 5:19 PM"," Aug 4, 5:19 PM","Fri, Aug 4, 5:55 PM",160,Cappuccino (350 ml) x 1,OMR Perungudi ECR-kottivakkam
Home Meals,North Indian,,,Mon, 2:20 PM,"ORDER #1126632139 | Mon, Dec 25, 2:20 PM"," Dec 25, 2:20 PM","Mon, Dec 25, 2:38 PM",322,Chole Bhatoore (2 Pcs) x 2,LB Road adyar
Hot Chips,South Indian,,,Mon, 4:51 PM,"ORDER #1162734237 | Mon, Apr 9, 4:51 PM"," Apr 9, 4:51 PM","Mon, Apr 9, 5:20 PM",102,Chilli Parotta x 1,Thiruvanmiyur adyar
Hotel Saravana Bhavan,South Indian,,,Fri, 11:10 PM,"ORDER #1158353006 | Fri, Mar 30, 11:10 PM"," Mar 30, 11:10 PM","Fri, Mar 30, 11:37 PM",157,"Onion Rava Dosai x 1, Hot Idli (3) x 1",Perungudi omr-perungudi
Hotel Saravana Bhavan,South Indian,,,Sun, 2:57 PM,"ORDER #1156047079 | Sun, Mar 25, 2:57 PM"," Mar 25, 2:57 PM","Sun, Mar 25, 3:40 PM",195,Special Limited Meals x 1,Perungudi omr-perungudi
Hotel Saravana Bhavan,South Indian,,,Mon, 2:06 PM,"ORDER #1153682156 | Mon, Mar 19, 2:06 PM"," Mar 19, 2:06 PM","Mon, Mar 19, 2:29 PM",155,Special Limited Meals x 1,Perungudi omr-perungudi
Hotel Saravana Bhavan,South Indian,,,Sun, 12:36 PM,"ORDER #1153199106 | Sun, Mar 18, 12:36 PM"," Mar 18, 12:36 PM","Sun, Mar 18, 1:07 PM",167,"Mulligatawny + Starter of the Day x 1, Limited Meals x 1",Perungudi omr-perungudi
Hotel Saravana Bhavan,South Indian,,,Sun, 10:52 PM,"ORDER #1078719565 | Sun, Jan 29, 10:52 PM"," Jan 29, 10:52 PM","Sun, Jan 29, 11:24 PM",302,"Ghee Roast Dosai (Large) x 1, Ghee Roast Masala Dosai (Large) x 1",Perungudi omr-perungudi
Hotel Saravana Bhavan,South Indian,,,Wed, 12:48 PM,"ORDER #1076920923 | Wed, Jan 11, 12:48 PM"," Jan 11, 12:48 PM","Wed, Jan 11, 1:57 PM",187,"Kaima Idli with Raita x 1, Idiyappam (3) x 1",Mylapore mylapore
ID,South Indian,,,Wed, 9:15 PM,"ORDER #1068822660 | Wed, Oct 5, 9:15 PM"," Oct 5, 9:15 PM","Wed, Oct 5, 9:49 PM",159,Spicy Paneer Dosa x 1,Sathyam Cinemas Complex royapettah
Jonah's Bistro,European,,,Tue, 11:06 PM,"ORDER #1102653730 | Tue, Aug 15, 11:06 PM"," Aug 15, 11:06 PM","Tue, Aug 15, 11:24 PM",277,Three Egg Omelette x 1,Besant Nagar adyar
Kalo's,Pizza,,,Sat, 12:08 AM,"ORDER #1131143289 | Sat, Jan 13, 12:08 AM"," Jan 13, 12:08 AM","Sat, Jan 13, 12:38 AM",259,"Creamy Mushroom & Cheese Fries x 1, Cheesy Garlic Bread x 1",Besant Nagar adyar
Krishnavillasam - The Home Of Classics,South Indian,,,Wed, 9:38 PM,"ORDER #1163686114 | Wed, Apr 11, 9:38 PM"," Apr 11, 9:38 PM","Wed, Apr 11, 10:03 PM",179,Vatha Kozhambu x 1,Kasturibai Nagar adyar
Krishnavillasam - The Home Of Classics,South Indian,,,Tue, 9:36 PM,"ORDER #1163267802 | Tue, Apr 10, 9:36 PM"," Apr 10, 9:36 PM","Tue, Apr 10, 10:04 PM",296,"Vatha Kozhambu x 1, Steamed Rice x 1",Kasturibai Nagar adyar
Kulfi House,Dessert,,,Mon, 10:42 PM,"ORDER #1122022735 | Mon, Dec 4, 10:42 PM"," Dec 4, 10:42 PM","Mon, Dec 4, 11:01 PM",150,Malai Badam Kulfi x 1,Adyar adyar
Kulfi House,Dessert,,,Mon, 11:46 PM,"ORDER #1106596526 | Sun, Sep 10, 11:46 PM"," Sep 10, 11:46 PM","Mon, Sep 11, 12:05 AM",320,"Malai Badam Kulfi (Sugar Free) x 1, Gulkand Kulfi x 1, Kesar Pista Kulfi x 1",Adyar adyar
Kulfi Treat,Dessert,,,Tue, 11:04 PM,"ORDER #1138822788 | Tue, Feb 6, 11:04 PM"," Feb 6, 11:04 PM","Tue, Feb 6, 11:15 PM",226,"Raspberry Kulfi Stick x 1, Blueberry Kulfi Stick x 1, Malai Kulfi Stick x 2",Thiruvanmiyur adyar
Kulfi Treat,Dessert,,,Tue, 11:33 PM,"ORDER #1136557635 | Tue, Jan 30, 11:33 PM"," Jan 30, 11:33 PM","Tue, Jan 30, 11:53 PM",128,Sugar Free Malai Kulfi Stick x 2,Thiruvanmiyur adyar
Kulfi Treat,Dessert,,,Thu, 12:05 AM,"ORDER #1134696254 | Thu, Jan 25, 12:05 AM"," Jan 25, 12:05 AM","Thu, Jan 25, 12:26 AM",244,"Raspberry Kulfi Stick x 1, Strawberry & Lychee Kulfi Stick x 1, Rajbhog Kulfi Stick x 1, Kaju Pista Kulfi Stick x 1",Thiruvanmiyur adyar
Kulfi Treat,Dessert,,,Mon, 11:32 PM,"ORDER #1134148881 | Mon, Jan 22, 11:32 PM"," Jan 22, 11:32 PM","Mon, Jan 22, 11:43 PM",128,"Raspberry Kulfi Stick x 1, Kesar Pista Kulfi Stick x 1",Thiruvanmiyur adyar
Kulfi Treat,Dessert,,,Can, 11:37 PM,"ORDER #1109279291 | Wed, Sep 27, 11:37 PM"," Sep 27, 11:37 PM","Cancelled on Wed, Sep 27, 11:56 PM",150,"Badam Pista Kulfi Slice x 1, Blackcurrant Kulfi Slice x 1",Thiruvanmiyur adyar
Kulfi Treat,Dessert,,,Sun, 5:18 PM,"ORDER #1107619062 | Sun, Sep 17, 5:18 PM"," Sep 17, 5:18 PM","Sun, Sep 17, 5:34 PM",220,"Malai Kulfi Slice x 1, Rose Gulkand Kulfi Slice x 1, Assorted Slice Kulfi x 1",Thiruvanmiyur adyar
Landra,Diet,,,Wed, 1:14 PM,"ORDER #1102681076 | Wed, Aug 16, 1:14 PM"," Aug 16, 1:14 PM","Wed, Aug 16, 1:33 PM",210,"Egg white Omelette x 2, Scrambled Egg x 1",Opp Thanthi TV enterance omr-perungudi
Landra,Diet,,,Mon, 1:05 PM,"ORDER #1102386143 | Mon, Aug 14, 1:05 PM"," Aug 14, 1:05 PM","Mon, Aug 14, 1:25 PM",110,"Scrambled Egg x 1, Egg Masala Omelette x 1",Opp Thanthi TV enterance omr-perungudi
Little Italy,Pizza,,,Fri, 10:36 PM,"ORDER #1152598860 | Fri, Mar 16, 10:36 PM"," Mar 16, 10:36 PM","Fri, Mar 16, 11:00 PM",299,Nachos with Cheese Sauce x 1,Palavakkam ECR-kottivakkam
Madras Coffee House,Snacks,,,Mon, 6:24 PM,"ORDER #1140787057 | Mon, Feb 12, 6:24 PM"," Feb 12, 6:24 PM","Mon, Feb 12, 6:58 PM",168,5 Cups of Coffee With Flask x 1,Kandanchavady omr-perungudi
Madras Coffee House,Snacks,,,Sun, 12:11 PM,"ORDER #1140268671 | Sun, Feb 11, 12:11 PM"," Feb 11, 12:11 PM","Sun, Feb 11, 12:29 PM",120,Coffee x 4,Kandanchavady omr-perungudi
Madras Coffee House,Snacks,,,Sun, 11:39 AM,"ORDER #1121612626 | Sun, Dec 3, 11:39 AM"," Dec 3, 11:39 AM","Sun, Dec 3, 11:58 AM",218,5 Cups of Coffee With Flask x 1,Kandanchavady omr-perungudi
Mash,European,,,Sat, 3:34 PM,"ORDER #1097090011 | Sat, Jul 8, 3:34 PM"," Jul 8, 3:34 PM","Sat, Jul 8, 4:03 PM",232,Stuffed Mushroom x 1,Besant Nagar adyar
Mini Melts (Islands),Snacks,,,Fri, 12:29 PM,"ORDER #1064310730 | Fri, Jul 29, 12:29 PM"," Jul 29, 12:29 PM","Fri, Jul 29, 1:43 PM",175,"Corn Sandwich x 1, Paneer Sandwich x 1",Besant Nagar adyar
Moonlight Takeaway,North Indian,,,Sun, 12:57 AM,"ORDER #1086562385 | Sun, Apr 16, 12:57 AM"," Apr 16, 12:57 AM","Sun, Apr 16, 1:26 AM",486,"Paneer Mirchi Masala x 1, Dal Tadka x 1, Phulka (2 Pcs) x 2, Pudina Stuffed Naan x 1",Kandanchavadi omr-perungudi
Murugan Idli Shop,South Indian,,,Tue, 3:39 PM,"ORDER #1159905828 | Tue, Apr 3, 3:39 PM"," Apr 3, 3:39 PM","Tue, Apr 3, 4:07 PM",266,"Ghee Onion Rava Dosai x 2, Sweet Pongal x 1",Besant Nagar adyar
Murugan Idli Shop,South Indian,,,Tue, 9:15 AM,"ORDER #1153925609 | Tue, Mar 20, 9:15 AM"," Mar 20, 9:15 AM","Tue, Mar 20, 9:42 AM",180,"Ghee Podi Idli x 4, Sweet Pongal x 1",Besant Nagar adyar
Murugan Idli Shop,South Indian,,,Wed, 9:35 PM,"ORDER #1146492966 | Wed, Feb 28, 9:35 PM"," Feb 28, 9:35 PM","Wed, Feb 28, 10:10 PM",235,"Ghee Podi Idli x 2, Ghee Podi Onion Uttapam x 1, Sweet Pongal x 1",Besant Nagar adyar
Murugan Idli Shop,South Indian,,,Wed, 11:05 AM,"ORDER #1138866209 | Wed, Feb 7, 11:05 AM"," Feb 7, 11:05 AM","Wed, Feb 7, 11:22 AM",226,"Ghee Podi Idli x 4, Ghee Onion Rava Dosai x 1",Besant Nagar adyar
Murugan Idli Shop,South Indian,,,Thu, 11:14 AM,"ORDER #1136893515 | Thu, Feb 1, 11:14 AM"," Feb 1, 11:14 AM","Thu, Feb 1, 12:12 PM",352,"Ghee Podi Idli x 4, Ghee Onion Rava Dosai x 1, Ghee Podi Onion Uttapam x 1",Besant Nagar adyar
Murugan Idli Shop,South Indian,,,Mon, 10:09 AM,"ORDER #1131842583 | Mon, Jan 15, 10:09 AM"," Jan 15, 10:09 AM","Mon, Jan 15, 10:42 AM",173,"Ghee Podi Idli x 3, Ghee Podi Onion Uttapam x 1",Besant Nagar adyar
Murugan Idli Shop,South Indian,,,Tue, 12:08 PM,"ORDER #1117726207 | Tue, Nov 14, 12:08 PM"," Nov 14, 12:08 PM","Tue, Nov 14, 12:35 PM",385,"Ghee Podi Idli x 4, Ghee Onion Rava Dosai x 1, Ghee Podi Onion Uttapam x 1",Besant Nagar adyar
Murugan Idli Shop,South Indian,,,Sun, 9:20 PM,"ORDER #1108831039 | Sun, Sep 24, 9:20 PM"," Sep 24, 9:20 PM","Sun, Sep 24, 9:49 PM",542,"Ghee Podi Onion Uttapam x 2, Ghee Podi Idli x 5, Ghee Onion Rava Dosai x 2",Besant Nagar adyar
Murugan Idli Shop,South Indian,,,Mon, 8:34 AM,"ORDER #1104469791 | Mon, Aug 28, 8:34 AM"," Aug 28, 8:34 AM","Mon, Aug 28, 9:09 AM",340,"Ghee Podi Idli x 4, Rava Dosai x 1, Ghee Onion Rava Dosai x 1",Besant Nagar adyar
Murugan Idli Shop,South Indian,,,Sat, 8:39 PM,"ORDER #1095251628 | Sat, Jun 24, 8:39 PM"," Jun 24, 8:39 PM","Sat, Jun 24, 9:08 PM",140,Ghee Onion Rava Dosai x 1,Besant Nagar adyar
Olive and Basil,Chinese,,,Mon, 10:59 PM,"ORDER #1145886362 | Mon, Feb 26, 10:59 PM"," Feb 26, 10:59 PM","Mon, Feb 26, 11:29 PM",304,"Veg Momos x 1, Veg Pineapple Fried Rice x 1, Egg Nasi Goreng x 1, Baby Corn Hong Kong Style x 1","Sardar Patel, Adyar adyar"
Pait Pooja (RMZ),North Indian,,,Tue, 9:54 PM,"ORDER #1154193408 | Tue, Mar 20, 9:54 PM"," Mar 20, 9:54 PM","Tue, Mar 20, 10:25 PM",350,"Kadhi Rice x 1, Aloo Jeera (Fry) x 1, Garlic Roti x 2",RMZ omr-perungudi
Pait Pooja (RMZ),North Indian,,,Tue, 12:57 PM,"ORDER #1145962574 | Tue, Feb 27, 12:57 PM"," Feb 27, 12:57 PM","Tue, Feb 27, 1:19 PM",198,"Paneer Pepper x 1, Kachumber Salad (1 Cup) x 1",RMZ omr-perungudi
Pait Pooja (RMZ),North Indian,,,Sun, 1:06 PM,"ORDER #1145238689 | Sun, Feb 25, 1:06 PM"," Feb 25, 1:06 PM","Sun, Feb 25, 1:42 PM",271,"Paneer Manchurian x 1, Kachumber Salad (1 Cup) x 2, Curd x 1",RMZ omr-perungudi
Pait Pooja (RMZ),North Indian,,,Thu, 1:11 PM,"ORDER #1141646385 | Thu, Feb 15, 1:11 PM"," Feb 15, 1:11 PM","Thu, Feb 15, 1:27 PM",218,"Kachumber Salad (1 Cup) x 1, Paneer Manchurian x 1",RMZ omr-perungudi
Pait Pooja (RMZ),North Indian,,,Wed, 1:47 PM,"ORDER #1141311959 | Wed, Feb 14, 1:47 PM"," Feb 14, 1:47 PM","Wed, Feb 14, 2:06 PM",243,"Kachumber Salad (1 Cup) x 1, Paneer Manchurian x 1",RMZ omr-perungudi
Pait Pooja (RMZ),North Indian,,,Tue, 1:01 PM,"ORDER #1140985652 | Tue, Feb 13, 1:01 PM"," Feb 13, 1:01 PM","Tue, Feb 13, 1:15 PM",223,"Paneer Chilli x 1, Kachumber Salad (1 Cup) x 1",RMZ omr-perungudi
Pait Pooja (RMZ),North Indian,,,Thu, 1:18 PM,"ORDER #1100711671 | Thu, Aug 3, 1:18 PM"," Aug 3, 1:18 PM","Thu, Aug 3, 1:28 PM",205,Paneer Chilli x 1,RMZ omr-perungudi
Pait Pooja (RMZ),North Indian,,,Wed, 1:19 PM,"ORDER #1100582931 | Wed, Aug 2, 1:19 PM"," Aug 2, 1:19 PM","Wed, Aug 2, 1:39 PM",155,Bhindi Ki Bhujia x 1,RMZ omr-perungudi
Pait Pooja (RMZ),North Indian,,,Tue, 1:02 PM,"ORDER #1097508583 | Tue, Jul 11, 1:02 PM"," Jul 11, 1:02 PM","Tue, Jul 11, 1:15 PM",210,Paneer Manchurian x 1,RMZ omr-perungudi
Pait Pooja (RMZ),North Indian,,,Mon, 1:59 PM,"ORDER #1097405820 | Mon, Jul 10, 1:59 PM"," Jul 10, 1:59 PM","Mon, Jul 10, 2:14 PM",185,Paneer Chilli x 1,RMZ omr-perungudi
Pait Pooja (RMZ),North Indian,,,Fri, 1:45 PM,"ORDER #1087944322 | Fri, Apr 28, 1:45 PM"," Apr 28, 1:45 PM","Fri, Apr 28, 2:34 PM",386,"Paneer Chilli x 1, Dal Makhani x 1, Tawa Phulka x 3, Garlic Roti x 2",RMZ omr-perungudi
Pait Pooja (RMZ),North Indian,,,Thu, 2:01 PM,"ORDER #1086234679 | Thu, Apr 13, 2:01 PM"," Apr 13, 2:01 PM","Thu, Apr 13, 2:27 PM",150,Punjab Di Beer x 2,RMZ omr-perungudi
Pait Pooja (RMZ),North Indian,,,Wed, 12:24 PM,"ORDER #1082341913 | Wed, Mar 8, 12:24 PM"," Mar 8, 12:24 PM","Wed, Mar 8, 12:58 PM",173,"Bhindi Ki Bhujia x 1, Tawa Butter Phulka x 2",RMZ omr-perungudi
Paradise Biryani,Biryani,,,Sun, 10:49 PM,"ORDER #1165839907 | Sun, Apr 15, 10:49 PM"," Apr 15, 10:49 PM","Sun, Apr 15, 11:03 PM",196,Veg Biryani Meal x 1,Rajiv Ghadhi Salai omr-perungudi
Paradise Biryani,Biryani,,,Mon, 10:43 PM,"ORDER #1159739420 | Mon, Apr 2, 10:43 PM"," Apr 2, 10:43 PM","Mon, Apr 2, 10:55 PM",190,Veg Biryani Tray Meal x 1,Diagonally Opp. S2 Theyagaraja Cinemas adyar
Paradise Biryani,Biryani,,,Wed, 10:51 PM,"ORDER #1139119768 | Wed, Feb 7, 10:51 PM"," Feb 7, 10:51 PM","Wed, Feb 7, 11:01 PM",190,Veg Biryani Tray Meal x 1,Diagonally Opp. S2 Theyagaraja Cinemas adyar
Paradise Biryani,Biryani,,,Fri, 9:55 PM,"ORDER #1135293949 | Fri, Jan 26, 9:55 PM"," Jan 26, 9:55 PM","Fri, Jan 26, 10:19 PM",190,Veg Biryani Tray Meal x 1,Diagonally Opp. S2 Theyagaraja Cinemas adyar
Paradise Biryani,Biryani,,,Thu, 10:35 PM,"ORDER #1134947851 | Thu, Jan 25, 10:35 PM"," Jan 25, 10:35 PM","Thu, Jan 25, 10:53 PM",190,Veg Biryani Tray Meal x 1,Diagonally Opp. S2 Theyagaraja Cinemas adyar
Paradise Biryani,Biryani,,,Mon, 9:43 PM,"ORDER #1134116663 | Mon, Jan 22, 9:43 PM"," Jan 22, 9:43 PM","Mon, Jan 22, 9:59 PM",190,Veg Biryani Tray Meal x 1,Diagonally Opp. S2 Theyagaraja Cinemas adyar
Paradise Biryani,Biryani,,,Sun, 2:09 PM,"ORDER #1131582429 | Sun, Jan 14, 2:09 PM"," Jan 14, 2:09 PM","Sun, Jan 14, 2:33 PM",216,"Veg Biryani Tray Meal x 1, Biryani Raita x 3, Mirchi Ka Salan x 2",Rajiv Ghadhi Salai omr-perungudi
Paradise Biryani,Biryani,,,Thu, 10:10 PM,"ORDER #1110549738 | Thu, Oct 5, 10:10 PM"," Oct 5, 10:10 PM","Thu, Oct 5, 10:26 PM",434,"Veg Biryani with Paneer Tikka Kebab x 1, Chicken Biryani with Chicken Tikka Kebab x 1",Diagonally Opp. S2 Theyagaraja Cinemas adyar
Paradise Biryani,Biryani,,,Thu, 10:18 PM,"ORDER #1107138233 | Thu, Sep 14, 10:18 PM"," Sep 14, 10:18 PM","Thu, Sep 14, 11:03 PM",535,"Chicken Biryani with Chicken Tikka Kebab x 1, Veg Biryani with Paneer Tikka Kebab x 1, Double ka Meetha x 1",Diagonally Opp. S2 Theyagaraja Cinemas adyar
Paradise Biryani,Biryani,,,Tue, 10:29 PM,"ORDER #1106851763 | Tue, Sep 12, 10:29 PM"," Sep 12, 10:29 PM","Tue, Sep 12, 11:14 PM",434,"Chicken Biryani with Chicken Tikka Kebab x 1, Veg Biryani with Paneer Tikka Kebab x 1",Diagonally Opp. S2 Theyagaraja Cinemas adyar
Paradise Biryani,Biryani,,,Mon, 2:39 PM,"ORDER #1095513144 | Mon, Jun 26, 2:39 PM"," Jun 26, 2:39 PM","Mon, Jun 26, 3:07 PM",244,Paneer Achari Kebab x 1,Diagonally Opp. S2 Theyagaraja Cinemas adyar
Paradise Biryani,Biryani,,,Sun, 9:30 PM,"ORDER #1094514845 | Sun, Jun 18, 9:30 PM"," Jun 18, 9:30 PM","Sun, Jun 18, 9:50 PM",222,Veg Biryani Meal x 1,Rajiv Ghadhi Salai omr-perungudi
Pind,North Indian,,,Mon, 10:38 PM,"ORDER #1166248154 | Mon, Apr 16, 10:38 PM"," Apr 16, 10:38 PM","Mon, Apr 16, 11:10 PM",933,"Kadai Paneer x 1, Chana Masala x 1, Pind Special Rice x 1, Garlic Naan x 1, Methi Kulcha x 1, Rumali Roti x 1",Thoraipakkam omr-perungudi
Pind,North Indian,,,Mon, 10:44 PM,"ORDER #1162919688 | Mon, Apr 9, 10:44 PM"," Apr 9, 10:44 PM","Mon, Apr 9, 11:20 PM",1110,"Vegetable Biryani x 1, Navratan Korma x 1, Chana Masala x 1, Garlic Naan x 2, Pindi Naan x 1, Methi Kulcha x 1, Mixed Veg Raita x 1",Thoraipakkam omr-perungudi
Pind,North Indian,,,Thu, 10:13 PM,"ORDER #1146848427 | Thu, Mar 1, 10:13 PM"," Mar 1, 10:13 PM","Thu, Mar 1, 11:04 PM",1091,"Matka Paneer x 1, Chana Masala x 1, Garlic Naan x 2, Methi Kulcha x 1, Pind Special Rice x 1, Mixed Veg Raita x 1","Vijayanagar, Velachery velachery"
Pind,North Indian,,,Tue, 10:26 PM,"ORDER #1146189187 | Tue, Feb 27, 10:26 PM"," Feb 27, 10:26 PM","Tue, Feb 27, 11:02 PM",978,"Matka Paneer x 1, Chana Masala x 1, Garlic Naan x 2, Methi Kulcha x 1, Pind Special Rice x 1","Vijayanagar, Velachery velachery"
Pupil,Diet,,,Wed, 11:27 PM,"ORDER #1141567792 | Wed, Feb 14, 11:27 PM"," Feb 14, 11:27 PM","Wed, Feb 14, 11:56 PM",262,Chilli Paneer x 1,Besant Nagar adyar
Pupil,Diet,,,Sun, 9:28 PM,"ORDER #1140578351 | Sun, Feb 11, 9:28 PM"," Feb 11, 9:28 PM","Sun, Feb 11, 10:00 PM",382,"Chilli Paneer x 1, Cold Coffee x 1, Mineral Water x 2",Besant Nagar adyar
Pupil,North Indian,,,Fri, 11:05 PM,"ORDER #1139767052 | Fri, Feb 9, 11:05 PM"," Feb 9, 11:05 PM","Fri, Feb 9, 11:47 PM",805,"Methi Naan x 2, Garlic Naan x 2, Palak Paneer x 1, Kadai Paneer x 1",Besant Nagar adyar
Pupil,North Indian,,,Sun, 10:32 PM,"ORDER #1136013652 | Sun, Jan 28, 10:32 PM"," Jan 28, 10:32 PM","Sun, Jan 28, 10:57 PM",388,"Kadai Paneer x 1, Methi Naan x 1, Garlic Naan x 1",Besant Nagar adyar
Pupil,North Indian,,,Wed, 10:43 PM,"ORDER #1134679657 | Wed, Jan 24, 10:43 PM"," Jan 24, 10:43 PM","Wed, Jan 24, 11:11 PM",755,"Butter Naan x 1, Methi Naan x 2, Kadai Paneer x 1, Dal Makhani x 1, Garlic Naan x 1",Besant Nagar adyar
Pupil,North Indian,,,Tue, 11:16 PM,"ORDER #1132324367 | Tue, Jan 16, 11:16 PM"," Jan 16, 11:16 PM","Tue, Jan 16, 11:39 PM",704,"Palak Paneer x 1, Dal Makhani x 1, Pudina Paratha x 1, Butter Naan x 1, Methi Naan x 1",Besant Nagar adyar
Pupil,North Indian,,,Tue, 10:05 PM,"ORDER #1130291984 | Tue, Jan 9, 10:05 PM"," Jan 9, 10:05 PM","Tue, Jan 9, 10:33 PM",457,"Kadai Paneer x 1, Methi Naan x 1, Garlic Naan x 2",Besant Nagar adyar
Pupil,North Indian,,,Wed, 11:20 PM,"ORDER #1128849741 | Wed, Jan 3, 11:20 PM"," Jan 3, 11:20 PM","Wed, Jan 3, 11:45 PM",460,"Veg Pulao x 1, Kadai Paneer x 1",Besant Nagar adyar
Pupil,North Indian,,,Fri, 11:00 PM,"ORDER #1127611579 | Fri, Dec 29, 11:00 PM"," Dec 29, 11:00 PM","Fri, Dec 29, 11:37 PM",447,"Kadai Paneer x 1, Methi Naan x 1, Garlic Naan x 2",Besant Nagar adyar
Pupil,North Indian,,,Fri, 10:35 PM,"ORDER #1118406019 | Fri, Nov 17, 10:35 PM"," Nov 17, 10:35 PM","Fri, Nov 17, 10:57 PM",754,"Kadai Paneer x 1, Palak Paneer x 1, Garlic Naan x 4",Besant Nagar adyar
